Unnamed: 0,제품명,리뷰어,날짜,옵션,사이즈평가,밝기평가,색감평가,두께감평가,리뷰내용,이미지,링크,성별,키,몸무게,카테고리
408,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.5 악어가족,25일 전,BLUE/M,보통이에요,보통이에요,보통이에요,보통이에요,생각보다 조금 얇고 기장이 기네요 키 크신 분들이 입으면 이쁠 것 같아요,"[""'//image.msscdn.net/data/estimate/3475395_0/gallery_655862163bfb6.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,남성,169,64,맨투맨
409,데일리 라운드넥 피셔맨 니트 (IVORY),LV.8 선구리끼고 밤산책,2023.09.19,M,커요,보통이에요,보통이에요,보통이에요,무료반품 기간에 구매해서 받아보고 별로면 반품할 생각으로 산건데 생각보다 맘에 들어서 품기로 했슴다 사이즈는 정말 여유롭게 나온 것 같아요 저는 박시하고 루즈하게 입는 걸 좋아해서 딱 맘에 들어요 막 고급스럽지는 않지만 클래식한 디자인이라 하나쯤은 소장하면 휘뚜루마뚜루 잘 입을 것 같아요 니트 자체가 부드럽기보다는 살짝 거친 축에 속하고 적당히 얇은 편이라 레이어드하기 좋을 것 같네요,"[""'//image.msscdn.net/data/estimate/3451867_0/gallery_6509a7654a812.jpg.list'""]",https://www.musinsa.com/app/goods/3451867,여성,162,52,니트
410,데일리 라운드넥 피셔맨 니트 (IVORY),LV.4 승짬이,2023.08.30,M,커요,보통이에요,선명해요,보통이에요,사이즈도 적당히 잘 맞고 이뻐요 좋은가격에 잘 산거같아요~~,"[""'//image.msscdn.net/data/estimate/3451867_0/gallery_64eec3eb66540.jpg.list'""]",https://www.musinsa.com/app/goods/3451867,남성,168,65,니트
411,데일리 라운드넥 피셔맨 니트 (IVORY),LV.5 박채린,12일 전,M,보통이에요,보통이에요,보통이에요,보통이에요,넉넉하고 부드러워요 핏은 걍 그런데 막 입기 조아요,"[""'//image.msscdn.net/data/estimate/3451867_0/gallery_65697a8614999.jpg.list'""]",https://www.musinsa.com/app/goods/3451867,여성,160,53,니트
412,데일리 라운드넥 피셔맨 니트 (IVORY),LV.5 현소울,5일 전,XL,보통이에요,보통이에요,보통이에요,얇아요,얇은 니트라 차르르 떨어지는 핏이 좋네요. 저렴하고 배송빠르네요.,"[""'//image.msscdn.net/data/estimate/3451867_0/gallery_6571cf74a8265.jpg.list'""]",https://www.musinsa.com/app/goods/3451867,남성,177,71,니트
413,데일리 라운드넥 피셔맨 니트 (IVORY),LV.7 쫑탱탱,20일 전,L,보통이에요,보통이에요,보통이에요,보통이에요,컬러감과 핏감이 만족스럽고 가성비까지 있으니 너무 좋네요~,"[""'//image.msscdn.net/data/estimate/3451867_0/gallery_655e95dd6407a.jpg.list'""]",https://www.musinsa.com/app/goods/3451867,남성,175,75,니트
414,데일리 라운드넥 피셔맨 니트 (IVORY),LV.5 멋진닉네임이롱,2023.10.19,M,보통이에요,보통이에요,보통이에요,보통이에요,귀엽급니당. 약간 까슬해서 안에 티 입고 입어줘야대여. 넉넉해서 귀여움.,"[""'//image.msscdn.net/data/estimate/3451867_0/gallery_652ffb4a7b4b3.jpg.list'""]",https://www.musinsa.com/app/goods/3451867,여성,164,53,니트
415,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.4 블치케이,2023.10.09,"L/네이비
                                    
                                        , L오트베이지",보통이에요,보통이에요,보통이에요,보통이에요,생각보다 크긴한데 핏도 잘 잡히고 이뻐요. 가을 겨울 든든합니다!!,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_65235c7d60cf5.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,남성,170,80,후드
416,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.6 장엉다억,2023.09.28,"L/라이트그레이
                                    
                                        , M오트베이지",보통이에요,보통이에요,보통이에요,보통이에요,세일해서 한 번 시켜봤는데 예뻐요 잘 입고다닐게요,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_651538224ffa5.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,남성,180,77,후드
417,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.4 부르케시아,2023.09.27,"L/그레이
                                    
                                        , L라이트그레이",보통이에요,보통이에요,선명해요,두꺼워요,가을 날씨에 포인트 주면서 이쁘게 입기 좋은 후드티입니다!재질도 좋고 디자인도 이뻐서 너무 만족하는 제품이에요 ㅎㅎ,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_6513c641353f2.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,남성,180,77,후드
418,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.4 호네라니,2023.10.09,"L/네이비
                                    
                                        , M블랙",보통이에요,보통이에요,보통이에요,두꺼워요,도톰해서 핏감 넘 좋아요!! 밑단 시보리도 제법 짱짱한 편이어서 레이어드 하기도 좋네용 큰 사이즈는 180/90 남동생에게도 잘 맞습니다 굿굿ㅎㅎ,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_6522e4012bcfe.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,여성,161,52,후드
419,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.3 뉴비_0eca01e7d4fd,2023.09.27,"L/네이비
                                    
                                        , L그레이",커요,보통이에요,선명해요,두꺼워요,겨울 후드는 두께가 있기 때문에 건조기로 건조해야 편하더라구요 그래서 고려해서 더 큰 사이즈로 구입했어요,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_6513ebcc752ae.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,여성,172,53,후드
420,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.5 비지디기미니이이,2023.10.09,"L/그레이
                                    
                                        , L라이트그레이",보통이에요,밝아요,선명해요,두꺼워요,안에 기모 있어서 따뜻하고 색감 선명해요 약간 긴 느낌이긴한데 예쁘게 떨어져서 편하게 입을 수 있을 거 같아요 편안합니다,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_6523f71ce8f27.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,남성,180,80,후드
421,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.4 립밥다썼어,29일 전,"M/블랙
                                    
                                        , L블랙",커요,보통이에요,선명해요,두꺼워요,저는 m했는데 넉넉하게 맞았고 남자친구는 L입었는데 박시하게 잘 맞았어요 왕추천해요 저는 기모 많이 안 떨어졌어요 좋았습니다! 만족만족이에요 근데 아주 약간 부해보일 수도 하핫,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_6551ff1452de7.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,여성,170,60,후드
422,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.3 신거누누,2023.10.12,"L/네이비
                                    
                                        , L그레이",커요,밝아요,선명해요,두꺼워요,이니셜 자수 박혀있는게 너무 색감이 선명하게 박혀있어서 눈이 확 가네요 그리고 네이비는 색감이 너무 이쁘게 빠져서 진짜 마음에 들어요 가성비도 좋고 옷도 좋네요,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_6527a596980e8.jpg.list'"", ""'//image.msscdn.net/data/estimate/3531269_0/gallery_6527a5972f571.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,남성,178,80,후드
423,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.5 쌈꾸,2023.10.03,"L/그레이
                                    
                                        , L블랙",보통이에요,보통이에요,보통이에요,보통이에요,사이즈도 넉넉하고 기모라서 따뜻하네요~ 네오프렌 느낌,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_651ba31c94235.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,남성,180,77,후드
424,2PACK 스튜디오 아치 로고 후드(5COLOR),LV.4 으아앙아아10,5일 전,"L/오트베이지
                                    
                                        , L라이트그레이",커요,밝아요,선명해요,두꺼워요,일단 기모인거 모르고 주문했다가 너무 따뜻해서 놀랐지만 금방 추워져서 잘 입고 있네요 핏 라인이 좋습니다,"[""'//image.msscdn.net/data/estimate/3531269_0/gallery_65720a2f3c9f3.jpg.list'""]",https://www.musinsa.com/app/goods/3531269,남성,180,73,후드
425,워셔블 하찌 니트 - 12 COLOR,LV.6 이장파더,2022.05.04,BLUE/M,보통이에요,보통이에요,보통이에요,보통이에요,색감이 생각보다 많이 튀어서 걱정했는데 예쁩니다,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_6271ca7cc1eb0.jpg.list'"", ""'//image.msscdn.net/data/estimate/2396645_0/gallery_6271ca7de362f.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,176,63,니트
426,워셔블 하찌 니트 - 12 COLOR,LV.6 Doni94,2022.04.08,BLUE/M,보통이에요,밝아요,선명해요,보통이에요,"가성비는 갑이긴 합니다. 이런 하찌 니트 다른 도메스틱 브랜드나 자라같은 SPA 제품도 가지고 있는데 기본 6만원대이상인데 절반도 안되는 금액에 적당하게 두께감 있는 (물빨래까지 가능한) 하찌 니트라니… 10-20대 주머니 사정은 넉넉하지 않지만 이번 22SS 트렌드인 팝한 컬러감을 많이 활용하고 싶은 학생들에게 아주 좋은 대안이 될 것 같아요.그외에도 합성소재 니트다보니 두께감과 짜임대비 굉장히 가볍습니다. 코튼 니트면 훨씬 헤비할텐데 맨살에도 입어도 될 정도로 부드럽고 가벼운 점은 확실히 장점이에요. 핏도 요즘 유행하는 드롭숄더의 오버핏 니트인데다가 적당히 두께감도 있어서 어느정도의 체형보완도 가능해요!다만 아쉬운 점이 있다면 코튼, 울 같은 천연소재가 혼용되지 않은 점과 그래서 내구성이 좋아서 오래 입을 수 있는 니트는 아닐 것 같아요. 그리고 밀도감이 생각보다 낮아서 블루나 핑크같이 채도가 강한 컬러는 괜찮은데 민트같이 밝은 컬러는 비침이 살짝 있더라구요. 이너로 입은 흰색 반팔티실루엣이 살짝 드러나는게 아쉽더라구요.그리고 올해 남성복 트렌드는 상의를 크롭하게 가져가는거라 품과 어깨는 낙낙해도 기장은 2-3CM씩만 짧았으면 더 이상적이지 않았을까 싶어요. 그리고 워낙 가격대비 잘 나온 제품인지라 사이즈 선택지가 M,L 두가지 밖에 없는게 아쉽네요. S 사이즈도 있었다면 여성이나 저같이 체구가 작은 남자들이 조금 더 저스트하게 가져갈 수 있었을텐데 사이즈를 다양하게 가져가는게 회사입장에서 부담인 점은 이해하지만 그래도 조금 아쉽습니다.쓴소리 많이 하긴 했지만 저렴한 가격에 요즘 유행하는 다양한 컬러감과 하찌 질감을 즐길 수 있는 세련된 오버핏 니트입니다. 한철 멋내기엔 더 없이 좋은 제품입니다.","[""'//image.msscdn.net/data/estimate/2396645_0/gallery_624fd0bab8970.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,172,68,니트
427,워셔블 하찌 니트 - 12 COLOR,LV.3 목동폭주불타는도난신고쇼핑카트,2023.02.20,MINT/L,보통이에요,밝아요,선명해요,얇아요,자신감 없고 친구도 없던 내가 이젠 친구만 없는 놈으로 바뀐 옷,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_63f31c9b7ebc4.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,175,75,니트
428,워셔블 하찌 니트 - 12 COLOR,LV.5 연피바,2022.10.10,GREEN/M,보통이에요,밝아요,선명해요,보통이에요,완전 두꺼운 니트 느낌이 아니어서 더 좋은 거 같아요 딱 10-11월에 입으면 이쁠듯요 !,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_6343c0b10f8dd.jpg.list'"", ""'//image.msscdn.net/data/estimate/2396645_0/gallery_6343c0b1e33ae.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,170,63,니트
429,워셔블 하찌 니트 - 12 COLOR,LV.5 후니___,2022.08.27,GREEN/L,보통이에요,보통이에요,보통이에요,보통이에요,너무 이쁘고 가성비도 좋고 색감 핏 다 최고입니다,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_630a2dc8b4627.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,185,75,니트
430,워셔블 하찌 니트 - 12 COLOR,LV.3 뉴비_6ac3676212a9,2022.11.19,GREEN/M,보통이에요,보통이에요,선명해요,보통이에요,색감이 너무 예뻐요 보풀에도 강합니다 촉감은 좀 까끌하지만 면티위에 입음 되요,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_63785b27931e7.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,173,53,니트
431,워셔블 하찌 니트 - 12 COLOR,LV.6 e__e.c,2022.05.19,CHERRY PINK/M,보통이에요,밝아요,선명해요,보통이에요,색감 이쁘게 잘나와서 하나만 입어줘도 너무 좋아요,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_6285e165b22fc.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,175,60,니트
432,워셔블 하찌 니트 - 12 COLOR,LV.4 뉴비_9c36882848dc,2022.10.12,BEIGE/M,커요,보통이에요,보통이에요,보통이에요,보들하고 마감도 좋고 길이는 다 내리면 엉덩이 덮어여 크고 어벙하지만 나름 이쁘게 잘 입어지고 남자가 입었을땐 핏 딱 이쁘네용,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_6346572453555.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,여성,164,54,니트
433,워셔블 하찌 니트 - 12 COLOR,LV.8 폭군1980,2022.04.02,GREEN/L,보통이에요,밝아요,선명해요,보통이에요,가격 저렴하고 색상 쨍합니다.거기다 맨살에 입어도 부드러워요.,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_624788f6305b4.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,186,77,니트
434,워셔블 하찌 니트 - 12 COLOR,LV.7 dlckdmin,2022.09.24,CHERRY PINK/L,보통이에요,보통이에요,보통이에요,보통이에요,배송도 빠르고 색감도 예뻐용 사이즈는 생각보단 작아요,"[""'//image.msscdn.net/data/estimate/2396645_0/gallery_632ee8995cdd1.jpg.list'""]",https://www.musinsa.com/app/goods/2396645,남성,180,67,니트
435,ARCH 1989 맨투맨 (STMSTD-0008),LV.5 브론즈_bc9b184fe2c,2023.10.10,{그레이}/[M],커요,밝아요,선명해요,두꺼워요,하의는 아무렇게나 입어도 다 잘 어울릴듯 합니다. 잘 입을게요✨️,"[""'//image.msscdn.net/data/estimate/2990306_0/gallery_6524d49d9ee5b.jpg.list'""]",https://www.musinsa.com/app/goods/2990306,여성,164,53,맨투맨
436,ARCH 1989 맨투맨 (STMSTD-0008),LV.3 SoBi89,13일 전,{네이비}/[L],보통이에요,어두워요,선명해요,두꺼워요,옷 짱짱한게 좋네요사이즈도 잘 맞고 퀄이 떨어지거나 라진 않아요기모도 따뜻하고 만족스러워요,"[""'//image.msscdn.net/data/estimate/2990306_0/gallery_6567fbb45755c.jpg.list'""]",https://www.musinsa.com/app/goods/2990306,남성,170,70,맨투맨
437,ARCH 1989 맨투맨 (STMSTD-0008),LV.3 뉴비_90d4ab71fd35,2023.10.14,{그레이}/[XL],보통이에요,보통이에요,선명해요,보통이에요,겨울하고 가을 코디 할 때 되게 좋을 것 같아요. 크기도 괜찮아요.,"[""'//image.msscdn.net/data/estimate/2990306_0/gallery_652a0fef2e144.jpg.list'""]",https://www.musinsa.com/app/goods/2990306,남성,180,67,맨투맨
438,ARCH 1989 맨투맨 (STMSTD-0008),LV.3 뉴비_81ca5ce4af0f,2일 전,{그레이}/[L],보통이에요,보통이에요,보통이에요,두꺼워요,아들이랑 같이 입을려고 큰사이즈 했는데. 편하게 입기 좋아요. 기모가 엄청 따뜻해요. 디자인이랑 사이즈 다 만족합니다,"[""'//image.msscdn.net/data/estimate/2990306_0/gallery_65768c272751d.jpg.list'""]",https://www.musinsa.com/app/goods/2990306,여성,165,54,맨투맨
439,ARCH 1989 맨투맨 (STMSTD-0008),LV.4 우왕둥이,4일 전,{그레이}/[XL],보통이에요,보통이에요,보통이에요,보통이에요,옷또 따시고 사이즈도 딱맞고 코디하기 좋을것같아요 만족합니다,"[""'//image.msscdn.net/data/estimate/2990306_0/gallery_65740a1c954ab.jpg.list'""]",https://www.musinsa.com/app/goods/2990306,남성,175,71,맨투맨
440,ARCH 1989 맨투맨 (STMSTD-0008),LV.5 Overmars,10일 전,{네이비}/[M],커요,밝아요,선명해요,보통이에요,네이비 맨투맨 찾고 있었는데 이번 블프때 정말 잘산거 같아요 ^^ 보들보들하니 너무 좋아용,"[""'//image.msscdn.net/data/estimate/2990306_0/gallery_656b29b50ddb7.jpg.list'""]",https://www.musinsa.com/app/goods/2990306,여성,158,57,맨투맨
441,ARCH 1989 맨투맨 (STMSTD-0008),LV.5 간호사스타킹,10일 전,{블랙}/[XL],보통이에요,보통이에요,보통이에요,보통이에요,1989스탠다드 처음 구매해보는데사이즈도 딱좋고옷도 이뻐요기본맨투맨으로 딱입니다😀😀😀,"[""'//image.msscdn.net/data/estimate/2990306_0/gallery_656b01d9c4ab5.jpg.list'""]",https://www.musinsa.com/app/goods/2990306,남성,176,80,맨투맨
